positionne,distanceli,nom,typecapteu,typepostem,nbvoies,moyennejou,debithorai,horairedeb,identifian,identifia0,anneerefer,estvalide,gid,date
497_V,0,497_TVM/Bonnel,Capteur inductif Criter,Comptage tous véhicules,1,,,,497,-1,,,1895,2025-03-12
1113_V,112,1113_Curie_Etoile_Eisenhower,Capteur inductif Criter,Comptage tous véhicules,1,5135.0,631.0,07h00,1113,-1,2023.0,,1599,2025-02-18
922_V,57,922_Jayr_Masaryk_Schuman,Capteur inductif Criter,Comptage tous véhicules,1,4958.0,596.0,08h00,922,2295,2023.0,,1189,2025-02-27
750_V,70,750_Exposition_Garnier_Merieux,Capteur inductif Criter,Comptage tous véhicules,1,5547.0,509.0,08h00,750,2470,2023.0,,2037,2025-02-22
666_VL,181,666_Leclerc_Servant_Nadaud,Capteur inductif Criter,Comptage tous véhicules,2,7315.0,728.0,08h00,666,506,2023.0,,1811,2025-04-05
332_VL,0,332_Perrache_Pt. Mulatiere_TDTG,Capteur inductif Criter,Comptage tous véhicules,2,9416.0,1043.0,08h00,332,315,2023.0,,2374,2025-02-13
1161_SN,0,1161_Velo_Pt_Mulatière_Ouest_SN,Capteur inductif Criter,Comptage vélo,1,97.0,18.0,08h00,1161,-1,2022.0,,649,2025-03-23
1304_V,107,1304_Moulin_Berthelot_Castellane,Capteur inductif Criter,Comptage tous véhicules,1,4086.0,346.0,17h00,1304,2345,2023.0,,1261,2025-01-30
2216_V,80,2216_Pinel_Baudrand_Roosevelt,Capteur inductif Criter,Comptage tous véhicules,1,2390.0,260.0,08h00,2216,420,2023.0,,504,2025-03-24
1148_V,91,1148_Guesde_Pressense_Plasse,Capteur inductif Criter,Comptage tous véhicules,1,4392.0,560.0,08h00,1148,-1,2023.0,,1540,2025-01-17
1767_VR,41,1767_Saint - Antoine _ Villette _ Flandin,Capteur inductif Criter,Comptage tous véhicules,2,5813.0,505.0,18h00,1767,2606,2023.0,,960,2025-04-08
1949_VR,0,1949_Voie_N346_Saint_Priest_Paris_2,Capteur inductif Criter,Comptage tous véhicules,2,44177.0,3593.0,08h00,1949,-1,2023.0,,115,2025-02-28
2234_V,86,2234_Dumas_Roosevelt_Homme,Capteur inductif Criter,Comptage tous véhicules,1,3233.0,396.0,17h00,2234,-1,2023.0,,289,2025-01-26
2364_VR,105,2364_Montgolfier_Progrès_Arsonval,Capteur inductif Criter,Comptage tous véhicules,2,4409.0,736.0,17h00,2364,899,2023.0,,2364,2025-04-05
661_SN,0,661_Velo_Mermoz_OE,Capteur inductif Criter,Comptage vélo,1,95.0,22.0,17h00,661,-1,2023.0,,2105,2025-02-25
1926_V,0,1926_Entrée_N346_Pusignan_Paris,Capteur inductif Criter,Comptage tous véhicules,1,14045.0,1290.0,17h00,1926,-1,2023.0,,468,2025-02-23
2015_VL,0,2015_Voie_A6_Lyon2_Marseillle,Capteur inductif Criter,Comptage tous véhicules,2,,,,2015,-1,,,596,2025-04-01
1421_V,88,1421_Apollinaire_Beal_2 Amants,Capteur inductif Criter,Comptage tous véhicules,1,9353.0,894.0,07h00,1421,694,2023.0,,616,2025-01-16
1078_VL,124,1078_Vauban_Tete d' Or_Garibaldi,Capteur inductif Criter,Comptage tous véhicules,2,3440.0,261.0,16h00,1078,563,2023.0,,1434,2025-03-06
1202_V,118,1202_Gillet_Entrepots_Esses,Capteur inductif Criter,Comptage tous véhicules,1,10452.0,889.0,18h00,1202,2694,2023.0,,1577,2025-03-16
2029_VR,0,2029_Voie_A7_LaMulatiere_Paris_2,Capteur inductif Criter,Comptage tous véhicules,3,,,,2029,-1,,,411,2025-03-07
1150_CS,0,1150_Velo_XRousse_OE,Capteur inductif Criter,Comptage vélo,1,480.0,65.0,08h00,1150,-1,2023.0,,1618,2025-03-20
892_VR,102,892_Grande-Bretagne_Churchill_Belges,Capteur inductif Criter,Comptage tous véhicules,2,6247.0,689.0,08h00,892,585,2023.0,,2183,2025-01-17
860_VL,64,860_Strasbourg_Poumeyrol_Soldats,Capteur inductif Criter,Comptage tous véhicules,2,8709.0,764.0,08h00,860,2004,2023.0,,2170,2025-03-10
1805_VR,0,1805_Voie_PLB_Moulin-à-Vent_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,50242.0,4520.0,07h00,1805,-1,2021.0,,1039,2025-01-13
1331_V,97,1331_Geneve_Iles_Rau,Capteur inductif Criter,Comptage tous véhicules,1,3297.0,549.0,17h00,1331,-1,2023.0,,1242,2025-04-05
1875_VL,0,1875_Voie_A42_Vaulx-en-Velin_Geneve_2,Capteur inductif Criter,Comptage tous véhicules,2,43252.0,3289.0,15h00,1875,-1,2023.0,,723,2025-02-21
253_VL,118,253_Belges_Verguin_Duquesne,Capteur inductif Criter,Comptage tous véhicules,2,11007.0,942.0,17h00,253,569,2023.0,,2433,2025-01-22
900_VL,30,900_Garibaldi_Bouchut_Mazenot,Capteur inductif Criter,Comptage tous véhicules,3,14260.0,1170.0,17h00,900,614,2023.0,,1062,2025-02-12
1357_VR,60,1357_Semard_Depot SNCF_Sentuc,Capteur inductif Criter,Comptage tous véhicules,2,14517.0,1163.0,17h00,1357,2176,2023.0,,779,2025-01-28
1524_V,95,1524_Sangnier_Richelieu_Pl. Marengo,Capteur inductif Criter,Comptage tous véhicules,1,3194.0,274.0,18h00,1524,-1,2023.0,,915,2025-03-09
80_VL,86,80_Tassigny_Lassagne_Duquesne,Capteur inductif Criter,Comptage tous véhicules,3,16175.0,1641.0,08h00,80,581,2023.0,,2776,2025-03-30
488_VR,86,488_Jayr_Clemenceau_Mtonts d'Or,Capteur inductif Criter,Comptage tous véhicules,2,6509.0,742.0,08h00,488,678,2023.0,,2334,2025-01-19
49_VR,153,49_Gambetta_Fuzier_Peri,Capteur inductif Criter,Comptage tous véhicules,2,9121.0,602.0,16h00,49,191,2023.0,,2458,2025-02-11
479_V,142,479_Pasteur_PP_Branly,Capteur inductif Criter,Comptage tous véhicules,1,7436.0,651.0,18h00,479,977,2023.0,,2328,2025-01-22
2206_VR,100,2206_Mermoz_Aigle_Morizot,Capteur inductif Criter,Comptage tous véhicules,2,12159.0,978.0,08h00,2206,302,2023.0,,444,2025-02-21
2027_VM,0,2027_Voie_A7_LaMulatiere_Marseille_1,Capteur inductif Criter,Comptage tous véhicules,3,37172.0,3058.0,17h00,2027,-1,2023.0,,211,2025-02-16
218_V,85,218_24 Mars_Masaryk_Bourgogne,Capteur inductif Criter,Comptage tous véhicules,1,5975.0,420.0,13h00,218,2311,2023.0,,2255,2025-02-25
224_V,71,224_Berthet_Gorge de Loup_Loucheur,Capteur inductif Criter,Comptage tous véhicules,1,4109.0,362.0,16h00,224,688,2023.0,,2240,2025-01-20
1884_VR,0,1884_Voie_A42_Miribel_Geneve_1,Capteur inductif Criter,Comptage tous véhicules,2,36290.0,3210.0,16h00,1884,-1,2023.0,,734,2025-02-18
1853_VL,0,1853_Voie_PLB_LaSoie_Paris,Capteur inductif Criter,Comptage tous véhicules,3,50169.0,4863.0,16h00,1853,-1,2020.0,,393,2025-01-14
2023_VL,0,2023_Voie_A7_Confluence_Marseille_1,Capteur inductif Criter,Comptage tous véhicules,3,65220.0,4501.0,17h00,2023,-1,2023.0,,87,2025-02-03
308_VR,107,308_Chambaud La Bruyere_Bernard_Gerland,Capteur inductif Criter,Comptage tous véhicules,2,20897.0,1476.0,07h00,308,2742,2023.0,,2637,2025-03-04
1434_V,100,1434_Bony_Lassalle_Chaziere,Capteur inductif Criter,Comptage tous véhicules,1,1552.0,186.0,08h00,1434,-1,2023.0,,629,2025-02-24
2244_V,67,2244_Brossolette_Lacroix_Mitterand,Capteur inductif Criter,Comptage tous véhicules,1,2119.0,221.0,17h00,2244,2133,2023.0,,10,2025-03-05
291_VL,77,291_de Gaulle_Congres_Bonnevay,Capteur inductif Criter,Comptage tous véhicules,3,12629.0,1439.0,08h00,291,343,2023.0,,2612,2025-03-15
1037_V,94,1037_Lacassagne_Peupliers_Trarieux,Capteur inductif Criter,Comptage tous véhicules,1,1569.0,158.0,08h00,1037,363,2023.0,,1504,2025-02-20
308_VL,107,308_Chambaud La Bruyere_Bernard_Gerland,Capteur inductif Criter,Comptage tous véhicules,2,20897.0,1476.0,07h00,308,2742,2023.0,,2638,2025-04-01
1427_V,105,1427_Henon_Dangon_Lassalle,Capteur inductif Criter,Comptage tous véhicules,1,1438.0,168.0,08h00,1427,-1,2023.0,,622,2025-03-06
151_VR,44,151_Chambonnet_Bellecour_Tilsitt,Capteur inductif Criter,Comptage tous véhicules,2,7093.0,543.0,08h00,151,2276,2023.0,,2549,2025-03-18
421_V,163,421_Oschatz_Gambetta_Monmousseau,Capteur inductif Criter,Comptage tous véhicules,1,4461.0,421.0,18h00,421,2194,2023.0,,2201,2025-01-20
154_VL,80,154_Moulin_Gentil_Cordeliers,Capteur inductif Criter,Comptage tous véhicules,2,13922.0,941.0,07h00,154,259,2023.0,,2533,2025-03-21
1163_SN,0,1163_Velo_Chemin_de_la_Balme_EO,Capteur inductif Criter,Comptage vélo,1,715.0,171.0,17h00,1163,-1,2023.0,,768,2025-02-02
446_VL,104,446_Bonaparte_Celestins_Rolland,Capteur inductif Criter,Comptage tous véhicules,2,7658.0,582.0,08h00,446,245,2023.0,,2283,2025-01-13
450_VR,76,450_Hugo_Vallon_Verdun,Capteur inductif Criter,Comptage tous véhicules,2,15230.0,1292.0,13h00,450,12,2023.0,,407,2025-03-30
2105_VR,0,2105_Voie_A7_Feyzin_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,52150.0,4684.0,17h00,2105,-1,2022.0,,338,2025-02-12
1870_VR,0,1870_Sortie_A42_Lyon_Vaulx-en-Velin,Capteur inductif Criter,Comptage tous véhicules,1,5481.0,474.0,12h00,1870,-1,2023.0,,719,2025-01-28
772_VR,103,772_Serbie_Sully_Tronchet,Capteur inductif Criter,Comptage tous véhicules,3,12992.0,1031.0,08h00,772,2227,2023.0,,1824,2025-01-31
760_V,120,760_Simon_Diebold_Marietton,Capteur inductif Criter,Comptage tous véhicules,1,2888.0,348.0,17h00,760,699,2023.0,,2053,2025-04-01
2022_VM,0,2022_Voie_A7_Confluence_Paris_1,Capteur inductif Criter,Comptage tous véhicules,3,52449.0,4229.0,07h00,2022,-1,2023.0,,91,2025-04-04
969_VL_1,999,969_RD306_Dame_Cite,Capteur inductif Criter,Comptage tous véhicules,2,13638.0,1503.0,07h00,969,-1,2023.0,,1360,2025-02-06
1507_V,95,1507_Perrin_Balzac_Jaures,Capteur inductif Criter,Comptage tous véhicules,1,4635.0,408.0,11h00,1507,2098,2023.0,,898,2025-01-25
698_VR,0,698_Sortie_Tube_Nord_Caluire,Capteur inductif Criter,Comptage tous véhicules,2,24172.0,3271.0,08h00,698,-1,2023.0,,1980,2025-02-28
2040_V,0,2040_Sortie_A7_Marseille_Pierre-Benite,Capteur inductif Criter,Comptage tous véhicules,1,7151.0,956.0,12h00,2040,-1,2023.0,,480,2025-03-29
1289_VR,107,1289_Tchecoslovaques_Lumiere_Gambetta,Capteur inductif Criter,Comptage tous véhicules,2,4803.0,637.0,09h00,1289,183,2023.0,,1273,2025-03-13
790_SN,0,790_Velo_Berges Tassigny SN,Capteur inductif Criter,Comptage vélo,2,534.0,102.0,18h00,790,-1,2020.0,,1667,2025-02-28
951_SN,0,951_Velo_Passerelle _Decines_OE,Capteur inductif Criter,Comptage vélo,1,226.0,39.0,18h00,951,-1,2023.0,,1333,2025-02-14
2215_V,85,2215_Pinel_Rockefeller_Baudrand,Capteur inductif Criter,Comptage tous véhicules,1,2934.0,279.0,17h00,2215,2836,2023.0,,536,2025-02-13
1539_V,88,1539_Gerland_Semard_Jaures,Capteur inductif Criter,Comptage tous véhicules,1,4347.0,335.0,16h00,1539,-1,2023.0,,833,2025-02-01
615_V,113,615_Pt Juin_St.Antoine_Rolland,Capteur inductif Criter,Comptage tous véhicules,1,600.0,70.0,18h00,615,260,2023.0,,1870,2025-02-07
511_V,93,511_Jaures_Chirat_Leclerc,Capteur inductif Criter,Comptage tous véhicules,1,2875.0,241.0,18h00,511,2096,2023.0,,1916,2025-03-12
784_V,102,784_StCyr_Ferrand_Arbaletiere,Capteur inductif Criter,Comptage tous véhicules,1,4338.0,485.0,18h00,784,668,2023.0,,2111,2025-03-27
1862_VR,0,1862_Voie_PLB_Villeurbanne_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,52126.0,5424.0,18h00,1862,-1,2022.0,,699,2025-02-25
1638_SN,0,1638_Velo_P.Bert_PT SNCF OE,Capteur inductif Criter,Comptage vélo,1,1627.0,246.0,18h00,1638,-1,2023.0,,936,2025-01-25
675_VR,118,675_Chambaud La Bruyere_Gerland_Bernard,Capteur inductif Criter,Comptage tous véhicules,2,20585.0,1864.0,17h00,675,2492,2023.0,,2121,2025-04-05
518_VL,100,518_Bonnevay_Bohr_Giratoire,Capteur inductif Criter,Comptage tous véhicules,2,16955.0,1692.0,08h00,518,513,2023.0,,1926,2025-03-15
241_V,86,241_Valvert_Vieux Moulin_Roosevelt,Capteur inductif Criter,Comptage tous véhicules,1,13154.0,894.0,18h00,241,13,2023.0,,2767,2025-01-21
539_V,109,539_Leclerc_Petiit_Crepieux,Capteur inductif Criter,Comptage tous véhicules,1,7902.0,678.0,17h00,539,971,2023.0,,1947,2025-02-26
180_VL,90,180_Grenette_Herriot_Cordeliers,Capteur inductif Criter,Comptage tous véhicules,2,13266.0,983.0,08h00,180,256,2023.0,,2498,2025-02-10
1984_VL,0,1984_Voie_A6_Ecully_Paris_2,Capteur inductif Criter,Comptage tous véhicules,3,50370.0,4466.0,17h00,1984,-1,2023.0,,274,2025-01-31
397_VM,50,397_Curie_Industrie_ISembat,Capteur inductif Criter,Comptage tous véhicules,3,9316.0,742.0,17h00,397,2160,2023.0,,2741,2025-03-17
2362_V,999,2362_ZOLA_Périph_Nord,Capteur inductif Criter,Comptage tous véhicules,1,5323.0,378.0,17h00,2362,2904,2023.0,,162,2025-03-08
413_V,72,413_Debrousse_Choulans_DFL,Capteur inductif Criter,Comptage tous véhicules,2,4003.0,406.0,17h00,413,101,2023.0,,2474,2025-01-21
235_V,69,235_Duquesne_Crequi_Duguesclin,Capteur inductif Criter,Comptage tous véhicules,1,8523.0,685.0,08h00,235,577,2023.0,,2236,2025-02-05
42_VR,66,42_Garibaldii_Lafayette_Deruelle,Capteur inductif Criter,Comptage tous véhicules,3,10981.0,396.0,08h00,42,206,2023.0,,2489,2025-01-22
217_V,90,217_Bourgogne_Claire_Tissot,Capteur inductif Criter,Comptage tous véhicules,1,6911.0,524.0,17h00,217,376,2023.0,,2254,2025-03-19
608_VL,165,608_Birmingham_Tunnel XRousse_Clemenceau,Capteur inductif Criter,Comptage tous véhicules,2,15951.0,1483.0,08h00,608,2694,2023.0,,1860,2025-03-18
1577_V,88,1577_Gare_Lefevre_de Gaulle,Capteur inductif Criter,Comptage tous véhicules,1,3217.0,397.0,08h00,1577,-1,2023.0,,859,2025-04-04
835_V,109,835_Crepieux_Combe Martin_Vassieux,Capteur inductif Criter,Comptage tous véhicules,1,2041.0,198.0,17h00,835,972,2021.0,,1792,2025-04-05
1989_V,0,1989_Sortie_A6_Marseille_Ecully,Capteur inductif Criter,Comptage tous véhicules,1,3111.0,515.0,12h00,1989,-1,2019.0,,279,2025-04-05
984_V_2,999,984_Millaud_Pateliere_Est,Capteur inductif Criter,Comptage tous véhicules,1,7088.0,522.0,17h00,984,-1,2023.0,,1386,2025-03-22
1432_V,125,1432_Gillet_Mazaryk_Entrepots,Capteur inductif Criter,Comptage tous véhicules,1,9163.0,717.0,18h00,1432,122,2023.0,,627,2025-01-29
1392_V,66,1392_Zola_Million_Greuze,Capteur inductif Criter,Comptage tous véhicules,1,6256.0,421.0,09h00,1392,2087,2023.0,,1130,2025-03-21
1137_V,110,1137_Coste_Mailly_Canuts,Capteur inductif Criter,Comptage tous véhicules,1,1929.0,186.0,18h00,1137,-1,2023.0,,1648,2025-04-05
1193_V,105,1193_Duvernet_Bert_Faure,Capteur inductif Criter,Comptage tous véhicules,1,3805.0,252.0,19h00,1193,366,2023.0,,1564,2025-03-30
1178_V,129,1178_Peri_Hernu_Philip,Capteur inductif Criter,Comptage tous véhicules,1,3494.0,316.0,19h00,1178,442,2023.0,,1559,2025-01-15
324_VR,87,324_Garibaldi_Vienne_Berthelot,Capteur inductif Criter,Comptage tous véhicules,3,9471.0,726.0,08h00,324,406,2023.0,,2359,2025-03-18
591_V,358,591_St. Cyr_Baizet_Pasteur,Capteur inductif Criter,Comptage tous véhicules,1,8509.0,834.0,18h00,591,669,2023.0,,1842,2025-02-28
721_VL,0,721_Voies_Nord_LaPape_1,Capteur inductif Criter,Comptage tous véhicules,2,22163.0,2191.0,16h00,721,-1,2023.0,,1995,2025-01-30
1100_V,82,1100_Guesde_Pagnol_Platanes,Capteur inductif Criter,Comptage tous véhicules,1,3212.0,370.0,17h00,1100,2166,2023.0,,1455,2025-02-01
246_VR,70,246_Garnier_Bouin_Dock,Capteur inductif Criter,Comptage tous véhicules,3,16858.0,1403.0,17h00,246,526,2023.0,,2756,2025-02-16
496_VL,0,496_TVM/Favre,Capteur inductif Criter,Comptage tous véhicules,2,,,,496,-1,,,1893,2025-02-01
871_VR,130,871_Hugo_Verdun_Giratoire,Capteur inductif Criter,Comptage tous véhicules,2,6358.0,514.0,21h00,871,12,2023.0,,2194,2025-01-24
23_VL,52,23_Berthelot_Gallieni_Raulin,Capteur inductif Criter,Comptage tous véhicules,2,19996.0,1283.0,18h00,23,400,2023.0,,2683,2025-03-24
464_CS,0,464_Velo_Vivier_EO,Capteur inductif Criter,Comptage vélo,1,632.0,121.0,08h00,464,-1,2023.0,,2308,2025-02-19
416_V,86,416_Buyer_Apollinaire_Benoit,Capteur inductif Criter,Comptage tous véhicules,1,6960.0,713.0,17h00,416,-1,2023.0,,2459,2025-01-25
1448_V,262,1448_Favorite_Point du Jour_Pommieres,Capteur inductif Criter,Comptage tous véhicules,1,1288.0,365.0,12h00,1448,-1,2022.0,,861,2025-03-21
902_V,128,902_Saxe_Servien_Bonnel,Capteur inductif Criter,Comptage tous véhicules,1,5939.0,434.0,09h00,902,394,2023.0,,1176,2025-04-06
778_V,79,778_Bondy_St.Eloi_Feuillee,Capteur inductif Criter,Comptage tous véhicules,1,5364.0,491.0,18h00,778,114,2023.0,,1808,2025-02-17
2154_V,98,2154_Chene _ Thyhas _ Mouilles,Capteur inductif Criter,Comptage tous véhicules,1,2886.0,485.0,07h00,2154,-1,2023.0,,374,2025-02-12
962_V_1,999,962_Charezieux_Tuileries_Liberation,Capteur inductif Criter,Comptage tous véhicules,1,5382.0,784.0,07h00,962,-1,2023.0,,1352,2025-01-23
1222_V,100,1222_Genas_Salengro_Vial_TG,Capteur inductif Criter,Comptage tous véhicules,1,2731.0,267.0,14h00,1222,2039,2023.0,,1834,2025-03-29
2230_V,83,2230_Salengro_Dumas_Genas,Capteur inductif Criter,Comptage tous véhicules,1,2372.0,224.0,17h00,2230,-1,2023.0,,285,2025-03-17
913_VL,530,913_Courmont_Childebert_Sala,Capteur inductif Criter,Comptage tous véhicules,2,25688.0,1788.0,17h00,913,243,2023.0,,1164,2025-03-09
2110_VM,0,2110_Voie_A7_Solaize_Paris_2,Capteur inductif Criter,Comptage tous véhicules,3,52035.0,4625.0,07h00,2110,-1,2023.0,,354,2025-04-02
340_V,53,340_Lortet_Famille_Jaures,Capteur inductif Criter,Comptage tous véhicules,1,2944.0,317.0,08h00,340,532,2023.0,,2426,2025-02-22
1958_VR,0,1958_Voie_A43_Bron_Grenoble,Capteur inductif Criter,Comptage tous véhicules,3,75305.0,5663.0,17h00,1958,-1,2023.0,,65,2025-02-10
2123_VR,0,2123_Voie_A7_Ternay_Paris_2,Capteur inductif Criter,Comptage tous véhicules,3,47305.0,4289.0,07h00,2123,-1,2023.0,,128,2025-01-28
322_VL,112,322_Pasteur_Perrin_Perrache,Capteur inductif Criter,Comptage tous véhicules,2,17388.0,1714.0,17h00,322,-1,2023.0,,49,2025-01-30
1770_VR,112,1770_Lacassagne _ Bert_ Moissonnier,Capteur inductif Criter,Comptage tous véhicules,2,14210.0,1134.0,17h00,1770,313,2023.0,,965,2025-01-29
964_V_2,999,964_RD51_Pont Romain_VC402,Capteur inductif Criter,Comptage tous véhicules,1,4967.0,671.0,17h00,964,-1,2019.0,,1392,2025-02-19
808_VR,189,808_Salengro_Octavie_8 mai 1945,Capteur inductif Criter,Comptage tous véhicules,2,11697.0,1039.0,08h00,808,2051,2023.0,,1766,2025-03-30
1276_VR,78,1276_Bohlen_Poudrette_Entree parking,Capteur inductif Criter,Comptage tous véhicules,2,14899.0,1453.0,17h00,1276,2597,2023.0,,1266,2025-02-19
904_V,92,904_Lassagne_Pradel_Herbouville,Capteur inductif Criter,Comptage tous véhicules,1,16111.0,1202.0,18h00,904,157,2023.0,,1177,2025-04-06
1828_VM,0,1828_Voie_PLB_Essarts_Paris,Capteur inductif Criter,Comptage tous véhicules,3,23134.0,2335.0,17h00,1828,-1,2023.0,,1094,2025-04-02
1495_V,102,1495_Baratin_Blum_Reguillon,Capteur inductif Criter,Comptage tous véhicules,1,1856.0,216.0,17h00,1495,-1,2023.0,,815,2025-03-15
1257_V,119,1257_Provence_Briand_Maconnais,Capteur inductif Criter,Comptage tous véhicules,1,4731.0,437.0,17h00,1257,-1,2023.0,,1199,2025-02-23
757_V,119,757_Gillet_Koenig_PP,Capteur inductif Criter,Comptage tous véhicules,1,3913.0,484.0,08h00,757,142,2023.0,,2051,2025-04-03
2116_VR,0,2116_Voie_A7_Solaize_Paris_3,Capteur inductif Criter,Comptage tous véhicules,3,48071.0,4485.0,07h00,2116,-1,2023.0,,542,2025-01-21
1841_VR,0,1841_Entrée_PLB_Montchat_Marseille,Capteur inductif Criter,Comptage tous véhicules,2,21308.0,2187.0,08h00,1841,-1,2020.0,,1122,2025-03-13
2221_V,500,2221_Tà D accés périphérique,Capteur inductif Criter,Comptage tous véhicules,1,8797.0,886.0,08h00,2221,2841,2023.0,,258,2025-02-24
1051_SN,0,1051_Velo_Schumann_OE,Capteur inductif Criter,Comptage vélo,1,883.0,243.0,08h00,1051,-1,2023.0,,1529,2025-02-09
68_VL,120,68_de Gaulle_Interpol N_Interpol S,Capteur inductif Criter,Comptage tous véhicules,3,21352.0,1734.0,17h00,68,347,2023.0,,2567,2025-03-28
2326_V,12,2326_Pont de Vernaison Ouest -> Est,Capteur inductif Criter,Comptage tous véhicules,1,7166.0,937.0,07h00,2326,2882,2023.0,,831,2025-03-29
1463_V,70,1463_Montrochet_Delandine_Perrache,Capteur inductif Criter,Comptage tous véhicules,1,,,,1463,2621,,,879,2025-02-19
960_V_2,323,960_Soldats_Strasbourg_Leclerc,Capteur inductif Criter,Comptage tous véhicules,1,14002.0,1185.0,19h00,960,-1,2022.0,,1327,2025-03-07
201_VL,72,201_Gambetta_Faure_Abondance,Capteur inductif Criter,Comptage tous véhicules,2,11140.0,786.0,08h00,201,187,2023.0,,2775,2025-02-25
6_V,107,6_Jean XXIII_Bastie_Bataille,Capteur inductif Criter,Comptage tous véhicules,1,4256.0,361.0,16h00,6,416,2023.0,,2668,2025-04-08
22_VR,140,22_Bernard_Jaboulay_Gallieni,Capteur inductif Criter,Comptage tous véhicules,2,12309.0,871.0,08h00,22,414,2023.0,,2656,2025-01-18
254_VL,173,254_Verguin_Belges_France,Capteur inductif Criter,Comptage tous véhicules,2,6970.0,571.0,08h00,254,569,2023.0,,2746,2025-03-30
405_V,132,405_Republique_Ferry_Foch,Capteur inductif Criter,Comptage tous véhicules,1,5598.0,475.0,08h00,405,14,2023.0,,2571,2025-03-12
1959_VM,0,1959_Voie_A43_Grenoble_Bron,Capteur inductif Criter,Comptage tous véhicules,3,68262.0,5043.0,17h00,1959,-1,2023.0,,5,2025-02-10
1484_V,50,1484_France_Republique_Mansard,Capteur inductif Criter,Comptage tous véhicules,1,3128.0,279.0,08h00,1484,2075,2023.0,,926,2025-03-08
873_VM1,37,873_Merieux_Debourg_Leclerc,Capteur inductif Criter,Comptage tous véhicules,4,15162.0,1516.0,17h00,873,2470,2023.0,,1729,2025-04-04
894_VR,137,894_Grande-Bretagne_Faurax_Leclerc,Capteur inductif Criter,Comptage tous véhicules,2,8019.0,721.0,08h00,894,2300,2022.0,,1760,2025-03-01
1274_V,90,1274_Cuzin_Stalingrad_Picasso,Capteur inductif Criter,Comptage tous véhicules,1,6997.0,617.0,15h00,1274,-1,2021.0,,1265,2025-03-30
509_VR,89,509_Hugo_Vernique_Vauboin,Capteur inductif Criter,Comptage tous véhicules,2,7201.0,568.0,16h00,509,3,2023.0,,1913,2025-03-26
1919_V,0,1919_Entrée_N346_ParcOlympiqueLyonnais_Marseille,Capteur inductif Criter,Comptage tous véhicules,1,4248.0,1427.0,23h00,1919,-1,2023.0,,458,2025-01-27
1348_V,86,1348_Clemenceau_Castellane_Lycee Ambrosa,Capteur inductif Criter,Comptage tous véhicules,1,5606.0,621.0,18h00,1348,995,2023.0,,771,2025-03-19
2029_VM,0,2029_Voie_A7_LaMulatiere_Paris_2,Capteur inductif Criter,Comptage tous véhicules,3,,,,2029,-1,,,412,2025-01-19
1338_V,120,1338_Jaures_Bert_Bertrand,Capteur inductif Criter,Comptage tous véhicules,1,6738.0,1054.0,11h00,1338,878,2023.0,,1247,2025-02-09
1884_VL,0,1884_Voie_A42_Miribel_Geneve_1,Capteur inductif Criter,Comptage tous véhicules,2,36290.0,3210.0,16h00,1884,-1,2023.0,,735,2025-01-19
392_V,86,392_Cazeneuve_Arrachart_Etats Unis,Capteur inductif Criter,Comptage tous véhicules,1,1568.0,473.0,17h00,392,535,2023.0,,1700,2025-02-16
523_VL,100,523_Chater_Chateau_Razes,Capteur inductif Criter,Comptage tous véhicules,2,9008.0,1101.0,08h00,523,871,2023.0,,1930,2025-03-19
256_VR,66,256_Belges_Seze_Vitton,Capteur inductif Criter,Comptage tous véhicules,2,10086.0,805.0,18h00,256,549,2023.0,,2390,2025-04-05
